level_name,num_triplets,complete_accuracy,partial_accuracy,roc_auc,mean_same_scene_similarity,mean_diff_scene_similarity_a_n,mean_diff_scene_similarity_p_n,mean_delta_ap_an,mean_delta_ap_pn,avg_same_diff_delta,t_statistic_ap_an,p_value_ap_an,cohens_d_ap_an,t_statistic_ap_pn,p_value_ap_pn,cohens_d_ap_pn,model,layer_depth
features,300,0.5933333333333334,0.7233333333333334,0.6841777777777778,0.9225877161820729,0.8971979488929113,0.8978689144055049,0.02538976728916168,0.024718801776568097,0.025054284532864887,9.031589357305101,2.1428952443203338e-17,0.5223102973972116,8.741503151330983,1.6884399080667217e-16,0.5055341789905768,vit_large_patch14_clip_224.laion2b_ft_in1k,0
features,300,0.53,0.68,0.64775,0.9214726020892461,0.9008759786685308,0.9011582708358765,0.020596623420715332,0.02031433125336965,0.02045547733704249,7.803904554573504,1.0143613404315162e-13,0.451311452166011,7.9685774589017715,3.404690086385871e-14,0.46083473205583636,vit_large_patch14_clip_224.openai_ft_in12k_in1k,0
features,300,0.51,0.6666666666666666,0.6373833333333333,0.9050606226921082,0.8795274452368418,0.88453065097332,0.02553317745526632,0.020529971718788148,0.02303157458702723,7.358011880129039,1.8114941727741605e-12,0.42552481327720015,6.007062710553956,5.478170260599731e-09,0.3473974056892473,vit_large_patch14_clip_224.openai_ft_in1k,0
features,300,0.5933333333333334,0.72,0.6825277777777778,0.8976043983300527,0.8630657994747162,0.8635235029459,0.03453859885533651,0.03408089538415273,0.03430974711974462,8.838148185989088,8.52380471792637e-17,0.5111233059323914,9.279157744078244,3.5750448745724275e-18,0.5366275471021045,vit_large_patch14_clip_336.laion2b_ft_in12k_in1k,0
features,300,0.6066666666666667,0.72,0.7055500000000001,0.9176335018873215,0.8852491466204325,0.8860941396156947,0.03238435526688894,0.03153936227162679,0.03196185876925786,10.176029656919868,4.4312429691640034e-21,0.5884949888033807,9.698418227594445,1.6261285775613728e-19,0.5608740067497233,vit_large_patch14_clip_336.laion2b_ft_in1k,0
features,300,0.5066666666666667,0.6566666666666666,0.6276055555555555,0.9241399409373602,0.9052946990728379,0.9061007571220397,0.0188452418645223,0.018039183815320332,0.018442212839921316,6.749383315564646,7.708049819679596e-11,0.3903269144870306,6.390391021065733,6.334581512933115e-10,0.3695658541014066,vit_large_patch14_clip_336.openai_ft_in12k_in1k,0
features,300,0.5966666666666667,0.7133333333333334,0.6872277777777778,0.9520082674423853,0.9358869157234828,0.9343965838352839,0.01612135171890259,0.01761168360710144,0.016866517663002015,9.030276911231944,2.1631838431586293e-17,0.5222343960638173,10.245493544630117,2.606114246237335e-21,0.5925121882289353,vit_large_patch16_384.augreg_in21k_ft_in1k,0
features,300,0.5833333333333334,0.7066666666666667,0.6820833333333334,0.9486377195517222,0.9305052254597346,0.9311742013692856,0.01813249409198761,0.017463518182436626,0.01779800613721212,9.467103256831695,9.024554533899874e-19,0.5474967159360751,9.026810686760825,2.217687233441982e-17,0.5220339392581146,vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,0
features,300,0.5633333333333334,0.7066666666666667,0.6747555555555556,0.9536189748843511,0.9339023071527481,0.9354985837141673,0.019716667731602987,0.018120391170183818,0.018918529450893402,9.28884710633335,3.3313024662170572e-18,0.5371878967708096,8.817297546210622,9.881742111920881e-17,0.5099174816213542,vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,0
features,300,0.4266666666666667,0.5866666666666667,0.5828166666666666,0.9457830943663915,0.9348747350772222,0.9361791936556498,0.010908359289169311,0.00960390071074168,0.010256129999955494,4.9049085253018605,1.537261259096479e-06,0.2836581832734402,4.348112656549222,1.885147897450709e-05,0.25145784685699185,volo_d3_448.sail_in1k,0
features,300,0.52,0.6566666666666666,0.6446722222222223,0.9542619397242864,0.9407282799482346,0.942636342048645,0.013533659776051839,0.011625597675641378,0.01257962872584661,6.6233195623659125,1.6300059525462314e-10,0.3830364591259419,5.7228801410819505,2.5443273130815314e-08,0.33096270300187614,volo_d4_448.sail_in1k,0
features,300,0.49666666666666665,0.62,0.6239277777777779,0.9596889772017797,0.9497798520326615,0.950546036362648,0.009909125169118245,0.009142940839131673,0.009526033004124959,6.141601079867564,2.59779150322597e-09,0.3551779597936568,5.201923381788162,3.667651596809286e-07,0.30083499567338823,volo_d5_448.sail_in1k,0
features,300,0.45666666666666667,0.6,0.6059055555555556,0.9610441807905833,0.9524548461039861,0.9531795157988866,0.008589334686597188,0.007864664991696675,0.008226999839146931,5.2806745619644255,2.481085564248489e-07,0.3053892939180356,4.621976992690372,5.660348514983125e-06,0.26729583009926944,volo_d5_512.sail_in1k,0
features,300,0.6433333333333333,0.7333333333333333,0.7114166666666668,0.9379307476679484,0.909978855450948,0.9099920773506165,0.027951892217000326,0.02793867031733195,0.02794528126716614,11.018198200690687,6.384683568920454e-24,0.6371988528297229,11.234554034105546,1.1480622498963984e-24,0.6497110336795832,convnextv2_large.fcmae_ft_in22k_in1k_384,0
features,300,0.5566666666666666,0.65,0.6562944444444445,0.9198725618918737,0.8990603566169739,0.8966614454984665,0.0208122052748998,0.023211116393407186,0.02201166083415349,7.806523406061801,9.97014231322533e-14,0.45146290426762603,8.878933577941671,6.379808265751461e-17,0.5134819856700729,convnext_base.clip_laion2b_augreg_ft_in12k_in1k_384,0
features,300,0.5,0.6266666666666667,0.6239277777777779,0.9280261832475662,0.9098466672499974,0.908087080915769,0.018179515997568767,0.01993910233179728,0.019059309164683024,6.534985494985143,2.7385366596791085e-10,0.37792796840760795,7.192362090478213,5.137590503769406e-12,0.4159450384354539,convnext_base.clip_laiona_augreg_ft_in1k_384,0
